year,cagr,max_dd,sharpe,n_days,config
2023,-0.014496150620735282,3.192518774215494,0.023660102736716555,260,ORATS Tier 1 2008-2026 (3-cell + extVol)
2024,3.9150701868134297,2.4308967985131975,1.2665162037618334,262,ORATS Tier 1 2008-2026 (3-cell + extVol)
2025,-2.361209032257916,6.3281601180619855,-0.4416998826466545,261,ORATS Tier 1 2008-2026 (3-cell + extVol)
2026,-7.346957685970212,5.310316315173985,-0.6334143568718934,86,ORATS Tier 1 2008-2026 (3-cell + extVol)
2008,-0.24780725103970003,4.653636169216357,0.004731254624718023,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2009,1.0488861023798979,3.585293484369545,0.2470731397675562,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2010,0.956458570455121,1.025176083531758,0.5868173070975632,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2011,11.87833444032378,2.34299476940331,2.4356310020881815,260,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2012,-1.334235027111419,1.878893404569085,-0.6483845638648273,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2013,-0.35641188683401825,3.5393531641765423,-0.09568826005494761,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2014,2.055674141410413,2.1073687499739693,0.807303476008849,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2015,0.7040564725537823,2.576614600643312,0.19611450236865394,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2016,2.1506848177574645,1.4132256618709416,0.8988706460798218,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2017,0.2698642074735025,0.2779511904511631,0.753101147795406,260,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2018,2.951796406691809,1.4059443187444571,1.081188144687174,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2019,-3.478055366123145,5.365565278167955,-1.171055082023763,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2020,6.493067938194974,8.383605876589344,0.41542225459251875,262,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2021,-0.8657248094649184,3.5848581076346324,-0.279035757725885,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2022,2.500984143011453,2.42341568617341,0.6470918411835077,260,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2023,0.3188349522497358,1.982208360975758,0.10835757034989095,260,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2024,2.8698070668850217,1.136617894988844,1.2636838696472432,262,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2025,-1.349312645403944,3.988067270562855,-0.3919138521817397,261,ORATS Stable 2008-2026 (3-cell + extVol + caps)
2026,-2.3807936973924693,3.0054874603843182,-0.3644004721517469,86,ORATS Stable 2008-2026 (3-cell + extVol + caps)
